Absolute Difference;Difference;Movie Title;MSE without Categories;MSE with Categories;Categories;;;;;;;
0.0649;-0.0649;Deconstructing Harry (1997);0.7752;0.8401;Comedy;Drama;;;;;;
0.0649;-0.0649;McCabe & Mrs. Miller (1971);0.7678;0.8327;Drama;Western;;;;;;
0.0648;0.0648;Mr. Nice Guy (1997);0.9582;0.8934;Action;Comedy;;;;;;
0.0648;0.0648;Love and Death (1975);0.7126;0.6478;Comedy;;;;;;;
0.0648;0.0648;Mac and Me (1988);2.3907;2.3259;Children;Fantasy;Sci-Fi;;;;;
0.0647;0.0647;White Squall (1996);0.8951;0.8304;Adventure;Drama;;;;;;
0.0647;-0.0647;Relic, The (1997);1.1816;1.2463;Horror;Thriller;;;;;;
0.0647;-0.0647;Harmonists, The (1997);0.2294;0.2941;Drama;;;;;;;
0.0647;-0.0647;Black Rain (1989);0.5272;0.5919;Action;Crime;Drama;;;;;
0.0647;-0.0647;Get Out Your Handkerchiefs (Prparez vos mouchoirs) (1978);0.489;0.5537;Comedy;Drama;Romance;;;;;
0.0646;0.0646;Blast from the Past (1999);0.9692;0.9046;Comedy;Romance;;;;;;
0.0646;0.0646;Lookout, The (2007);0.6475;0.5829;Crime;Drama;Thriller;;;;;
0.0645;-0.0645;Sister Act 2: Back in the Habit (1993);1.4346;1.4991;Comedy;;;;;;;
0.0645;-0.0645;Coffy (1973);0.9283;0.9928;Action;Crime;Drama;;;;;
0.0645;-0.0645;Trouble with Angels, The (1966);1.1616;1.2261;Comedy;;;;;;;
0.0644;-0.0644;Prince of the City (1981);1.5711;1.6355;Drama;;;;;;;
0.0644;-0.0644;Return of the Fly (1959);0.6635;0.7279;Horror;Sci-Fi;;;;;;
0.0644;-0.0644;Extreme Days (2001);4.8757;4.9401;Action;Adventure;Comedy;Drama;;;;
0.0644;-0.0644;Zazie dans le mtro (1960);1.5419;1.6063;Comedy;;;;;;;
0.0643;0.0643;Elephant (2003);1.0983;1.034;Drama;Thriller;;;;;;
0.0643;-0.0643;Bowfinger (1999);1.3049;1.3692;Comedy;;;;;;;
0.0643;-0.0643;Toxic Avenger, The (1985);1.4703;1.5346;Comedy;Horror;;;;;;
0.0642;0.0642;Bounce (2000);1.1748;1.1106;Drama;Romance;;;;;;
0.0642;0.0642;Undertow (2004);0.6595;0.5953;Crime;Drama;Thriller;;;;;
0.0641;0.0641;Slaughterhouse-Five (1972);0.781;0.7169;Comedy;Drama;Sci-Fi;War;;;;
0.0641;0.0641;Blade: Trinity (2004);1.0819;1.0178;Action;Fantasy;Horror;Thriller;;;;
0.0641;-0.0641;Education of Little Tree, The (1997);0.3187;0.3828;Drama;;;;;;;
0.0641;-0.0641;Divine Trash (1998);0.7617;0.8258;Documentary;;;;;;;
0.0641;-0.0641;Beethoven (1992);1.1341;1.1982;Children;Comedy;;;;;;
0.064;0.064;Ernest Scared Stupid (1991);1.6445;1.5805;Comedy;;;;;;;
0.064;-0.064;Forsaken, The (2001);0.9742;1.0382;Horror;;;;;;;
0.064;-0.064;Outlaw Josey Wales, The (1976);0.6457;0.7097;Action;Adventure;Drama;Western;;;;
0.064;0.064;Pink Panther, The (2006);1.4965;1.4325;Adventure;Comedy;Crime;;;;;
0.064;-0.064;Children of the Damned (1963);1.316;1.38;Horror;Sci-Fi;Thriller;;;;;
0.0639;-0.0639;Guarding Tess (1994);0.6363;0.7002;Comedy;Drama;;;;;;
0.0639;0.0639;SubUrbia (1997);0.8644;0.8005;Comedy;Drama;;;;;;
0.0639;0.0639;Zulu (1964);0.8621;0.7982;Action;Drama;War;;;;;
0.0639;0.0639;State of Grace (1990);0.7474;0.6835;Crime;Drama;Thriller;;;;;
0.0639;0.0639;Unprecedented: The 2000 Presidential Election (2002);1.3251;1.2612;Documentary;;;;;;;
0.0638;0.0638;Coal Miner's Daughter (1980);0.5713;0.5075;Drama;;;;;;;
0.0638;-0.0638;Proof (1991);0.6295;0.6933;Comedy;Drama;Romance;;;;;
0.0638;0.0638;Mass Appeal (1984);0.3878;0.324;Drama;;;;;;;
0.0638;0.0638;Unfinished Life, An (2005);0.7159;0.6521;Drama;;;;;;;
0.0637;0.0637;Boys of St. Vincent, The (1992);0.2474;0.1837;Drama;;;;;;;
0.0636;0.0636;Picture Perfect (1997);1.2258;1.1622;Comedy;Romance;;;;;;
0.0636;-0.0636;Friends & Lovers (1999);2.8007;2.8643;Comedy;Drama;Romance;;;;;
0.0636;0.0636;Mrs. Parker and the Vicious Circle (1994);0.5987;0.5351;Drama;;;;;;;
0.0636;0.0636;Dog's Life, A (1918);0.6797;0.6161;Comedy;;;;;;;
0.0636;0.0636;Funny Thing Happened on the Way to the Forum, A (1966);0.8193;0.7557;Comedy;Musical;;;;;;
0.0636;-0.0636;Rendezvous in Paris (Rendez-vous de Paris, Les) (1995);0.2233;0.2869;Comedy;Romance;;;;;;
0.0636;-0.0636;Postman Always Rings Twice, The (1946);0.8246;0.8882;Crime;Drama;Film-Noir;Thriller;;;;
0.0635;0.0635;Paris, Texas (1984);0.7825;0.719;Drama;Romance;;;;;;
0.0635;0.0635;Dawn of the Dead (1978);0.9806;0.9171;Action;Drama;Horror;;;;;
0.0635;0.0635;Gun Crazy (a.k.a. Deadly Is the Female) (1949);0.8111;0.7476;Crime;Drama;Film-Noir;;;;;
0.0635;0.0635;Firewall (2006);0.8024;0.7389;Crime;Drama;Thriller;;;;;
0.0635;-0.0635;Visitor, The (2007);0.8033;0.8668;Drama;;;;;;;
0.0634;-0.0634;Red Violin, The (Violon rouge, Le) (1998);0.6824;0.7458;Drama;Mystery;;;;;;
0.0634;-0.0634;Nuns on the Run (1990);0.6632;0.7266;Comedy;Crime;;;;;;
0.0633;0.0633;Replacement Killers, The (1998);1.0375;0.9742;Action;Crime;Thriller;;;;;
0.0633;0.0633;Dry White Season, A (1989);0.6281;0.5648;Drama;Thriller;;;;;;
0.0633;0.0633;Virgin Spring, The (Jungfrukllan) (1960);0.8478;0.7845;Drama;;;;;;;
0.0633;-0.0633;Time of the Gypsies (Dom za vesanje) (1989);0.7742;0.8375;Drama;;;;;;;
0.0633;0.0633;Flubber (1997);1.3185;1.2552;Children;Comedy;Fantasy;;;;;
0.0633;0.0633;Shocker (1989);1.7378;1.6745;Horror;;;;;;;
0.0632;0.0632;Moonlighting (1982);1.3766;1.3134;Drama;;;;;;;
0.0632;-0.0632;City of Industry (1997);1.3839;1.4471;Crime;Thriller;;;;;;
0.0632;0.0632;War Zone, The (1999);0.8145;0.7513;Drama;Thriller;;;;;;
0.0632;0.0632;Faust (1926);1.0586;0.9954;Fantasy;Horror;;;;;;
0.0632;0.0632;Bend of the River (1952);0.9809;0.9177;Western;;;;;;;
0.0632;0.0632;With Six You Get Eggroll (1968);0.8404;0.7772;Comedy;Romance;;;;;;
0.0632;0.0632;Crash (1996);1.4506;1.3874;Drama;Thriller;;;;;;
0.0632;0.0632;Trouble with Harry, The (1955);0.6658;0.6026;Comedy;Mystery;;;;;;
0.0632;-0.0632;Her Alibi (1989);1.407;1.4702;Comedy;Romance;;;;;;
0.0632;-0.0632;Prince and the Pauper, The (1937);0.8889;0.9521;Adventure;Drama;;;;;;
0.0631;0.0631;Tailor of Panama, The (2001);0.7751;0.712;Drama;Thriller;;;;;;
0.0631;0.0631;Bon Voyage (2003);0.8185;0.7554;Comedy;Drama;;;;;;
0.0631;-0.0631;Revenge (1990);0.8412;0.9043;Drama;Romance;Thriller;;;;;
0.0631;0.0631;G.I. Jane (1997);1.3471;1.284;Action;Drama;;;;;;
0.0631;0.0631;Psycho II (1983);1.2065;1.1434;Horror;Mystery;Thriller;;;;;
0.0631;-0.0631;Day the Earth Stood Still, The (1951);0.7082;0.7713;Drama;Sci-Fi;Thriller;;;;;
0.0631;-0.0631;Kinjite: Forbidden Subjects (1989);3.5008;3.5639;Crime;Thriller;;;;;;
0.0631;-0.0631;Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006);1.0807;1.1438;Action;Adventure;Drama;Romance;;;;
0.0629;-0.0629;Living in Oblivion (1995);0.8109;0.8738;Comedy;;;;;;;
0.0629;0.0629;New World, The (2005);1.2238;1.1609;Adventure;Drama;Romance;;;;;
0.0629;0.0629;Yanks (1979);1.0788;1.0159;Drama;Romance;War;;;;;
0.0629;-0.0629;Showdown in Little Tokyo (1991);0.8253;0.8882;Action;Crime;;;;;;
0.0628;-0.0628;Shop Around the Corner, The (1940);0.7932;0.856;Comedy;Drama;Romance;;;;;
0.0628;-0.0628;Night of the Hunter, The (1955);0.7216;0.7844;Drama;Film-Noir;Thriller;;;;;
0.0627;0.0627;F/X (1986);0.8467;0.784;Action;Crime;Thriller;;;;;
0.0627;0.0627;My Uncle (Mon oncle) (1958);0.8811;0.8184;Comedy;;;;;;;
0.0627;-0.0627;Seven Years in Tibet (1997);0.7174;0.7801;Drama;War;;;;;;
0.0627;-0.0627;Color of Paradise, The (Rang-e khoda) (1999);0.8813;0.944;Drama;;;;;;;
0.0626;0.0626;Place in the Sun, A (1951);0.7269;0.6643;Drama;Romance;;;;;;
0.0626;-0.0626;Volunteers (1985);0.9347;0.9973;Comedy;;;;;;;
0.0626;-0.0626;Man of La Mancha (1972);0.9295;0.9921;Adventure;Comedy;Musical;;;;;
0.0626;-0.0626;Nobody Knows (Dare mo shiranai) (2004);0.7216;0.7842;Drama;;;;;;;
0.0625;0.0625;Paper Chase, The (1973);0.8771;0.8146;Drama;;;;;;;
0.0625;0.0625;Kiss Them for Me (1957);2.3042;2.2417;Comedy;Romance;War;;;;;
0.0624;-0.0624;Jeepers Creepers (2001);1.5065;1.5689;Horror;;;;;;;
0.0623;0.0623;Draughtsman's Contract, The (1982);1.1026;1.0403;Drama;;;;;;;
0.0622;0.0622;L.A. Story (1991);0.8278;0.7656;Comedy;Romance;;;;;;
0.0622;0.0622;Winslow Boy, The (1999);0.8534;0.7912;Drama;;;;;;;
0.0622;0.0622;Heaven Can Wait (1978);0.684;0.6218;Comedy;;;;;;;
0.0622;0.0622;Saludos Amigos (1943);1.0098;0.9476;Animation;Children;Comedy;;;;;
0.0622;0.0622;Barbershop (2002);1.5345;1.4723;Comedy;Crime;;;;;;
0.0622;0.0622;Ladykillers, The (1955);0.8933;0.8311;Comedy;Crime;;;;;;
0.0622;-0.0622;Only the Lonely (1991);0.7039;0.7661;Comedy;Romance;;;;;;
0.0622;-0.0622;Battlestar Galactica (2003);1.3265;1.3887;Action;Adventure;Sci-Fi;;;;;
0.0622;-0.0622;Tin Star, The (1957);0.1799;0.2421;Western;;;;;;;
0.0622;0.0622;Fahrenheit 451 (1966);0.8562;0.794;Drama;Sci-Fi;;;;;;
0.0622;0.0622;Friday the 13th Part VIII: Jason Takes Manhattan (1989);1.7268;1.6646;Horror;;;;;;;
0.0621;0.0621;Nanook of the North (1922);0.2373;0.1752;Documentary;Drama;;;;;;
0.0621;0.0621;Look Who's Talking Now (1993);1.535;1.4729;Children;Comedy;Romance;;;;;
0.062;0.062;Red Sorghum (Hong gao liang) (1987);0.6289;0.5669;Drama;War;;;;;;
0.062;0.062;Lord of the Flies (1990);0.9243;0.8623;Adventure;Drama;Thriller;;;;;
0.062;-0.062;Calendar Girls (2003);0.6867;0.7487;Comedy;;;;;;;
0.0619;-0.0619;Mrs. Winterbourne (1996);1.3229;1.3848;Comedy;Romance;;;;;;
0.0619;0.0619;Buddy Holly Story, The (1978);0.8321;0.7702;Drama;;;;;;;
0.0619;0.0619;Sleepaway Camp (1983);0.9658;0.9039;Horror;;;;;;;
0.0619;0.0619;Short Film About Killing, A (Krtki film o zabijaniu) (1988);0.7973;0.7354;Crime;Drama;;;;;;
0.0619;0.0619;Brothers Grimm, The (2005);0.9962;0.9343;Adventure;Comedy;Fantasy;;;;;
0.0619;-0.0619;Two Ninas (1999);0.8124;0.8743;Comedy;Romance;;;;;;
0.0619;-0.0619;Ichi the Killer (Koroshiya 1) (2001);1.1162;1.1781;Action;Comedy;Crime;Drama;Horror;Thriller;;
0.0618;0.0618;Faculty, The (1998);1.1021;1.0403;Horror;Sci-Fi;;;;;;
0.0618;-0.0618;Death at a Funeral (2007);1.0789;1.1407;Comedy;Drama;;;;;;
0.0617;-0.0617;Cloak & Dagger (1984);0.6747;0.7364;Action;Adventure;Children;Crime;Mystery;Thriller;;
0.0617;-0.0617;Yes Man (2008);1.2808;1.3425;Comedy;;;;;;;
0.0617;0.0617;Duets (2000);1.345;1.2833;Comedy;Drama;;;;;;
0.0616;-0.0616;Puppet Master 5: The Final Chapter (1994);2.3299;2.3915;Horror;Sci-Fi;Thriller;;;;;
0.0616;0.0616;Croupier (1998);0.5831;0.5215;Crime;Drama;;;;;;
0.0616;0.0616;Showtime (2002);0.9436;0.882;Action;Comedy;;;;;;
0.0616;0.0616;Everyone's Hero (2006);3.3764;3.3148;Adventure;Animation;Children;Comedy;;;;
0.0616;-0.0616;Fan, The (1996);1.104;1.1656;Drama;Thriller;;;;;;
0.0616;-0.0616;Electric Horseman, The (1979);1.1285;1.1901;Comedy;Western;;;;;;
0.0615;0.0615;City Hall (1996);0.5506;0.4891;Drama;Thriller;;;;;;
0.0615;0.0615;Thirteenth Floor, The (1999);0.9434;0.8819;Drama;Horror;Sci-Fi;Thriller;;;;
0.0615;0.0615;Swing Vote (2008);0.4288;0.3673;Comedy;;;;;;;
0.0615;0.0615;Christmas Story (Joulutarina) (2007);0.4333;0.3718;Children;Drama;Fantasy;;;;;
0.0615;0.0615;Testament (1983);0.5851;0.5236;Drama;;;;;;;
0.0615;-0.0615;I Went Down (1997);0.1583;0.2198;Action;Comedy;Crime;;;;;
0.0615;-0.0615;Respiro (2002);0.7024;0.7639;Comedy;Drama;;;;;;
0.0615;-0.0615;For Richer or Poorer (1997);1.141;1.2025;Comedy;;;;;;;
0.0615;-0.0615;Little Nemo: Adventures in Slumberland (1992);1.0539;1.1154;Animation;Children;;;;;;
0.0614;-0.0614;Hugo Pool (1997);0.3282;0.3896;Romance;;;;;;;
0.0613;0.0613;Wild Wild West (1999);1.3562;1.2949;Action;Adventure;Comedy;Fantasy;Sci-Fi;Western;;
0.0613;-0.0613;Hudson Hawk (1991);1.0972;1.1585;Action;Adventure;Comedy;;;;;
0.0612;-0.0612;Bordello of Blood (1996);1.5068;1.568;Comedy;Horror;;;;;;
0.0612;-0.0612;Timeline (2003);1.2124;1.2736;Adventure;Fantasy;Sci-Fi;;;;;
0.0612;-0.0612;Dot the I (2003);0.9767;1.0379;Drama;Film-Noir;Thriller;;;;;
0.0611;-0.0611;Bean (1997);1.0912;1.1523;Comedy;;;;;;;
0.0611;0.0611;Boys (1996);1.1816;1.1205;Drama;;;;;;;
0.0611;0.0611;Cold Comfort Farm (1995);0.8581;0.797;Comedy;;;;;;;
0.0611;0.0611;Stepford Wives, The (1975);1.3192;1.2581;Sci-Fi;Thriller;;;;;;
0.061;0.061;Lonely Are the Brave (1962);0.6429;0.5819;Drama;Western;;;;;;
0.061;0.061;High Tension (a.k.a. Switchblade Romance) (Haute tension) (2003);0.9475;0.8865;Horror;Thriller;;;;;;
0.061;0.061;Frankenstein (Mary Shelley's Frankenstein) (1994);0.9278;0.8668;Drama;Horror;;;;;;
0.061;0.061;Reluctant Debutante, The (1958);6.1917;6.1307;Comedy;Drama;;;;;;
0.061;0.061;Velvet Goldmine (1998);1.0647;1.0037;Drama;;;;;;;
0.061;-0.061;Hoodlum (1997);0.5531;0.6141;Crime;Drama;Film-Noir;;;;;
0.061;-0.061;Disturbing Behavior (1998);1.2401;1.3011;Horror;Thriller;;;;;;
0.061;-0.061;West Beirut (West Beyrouth) (1998);0.9118;0.9728;Drama;;;;;;;
0.0609;-0.0609;Those Magnificent Men in Their Flying Machines (1965);0.2418;0.3027;Action;Adventure;Comedy;;;;;
0.0609;0.0609;Gypsy (1962);0.458;0.3971;Musical;;;;;;;
0.0609;0.0609;Love, etc. (1996);0.0643;0.0034;Drama;;;;;;;
0.0609;0.0609;Simple Twist of Fate, A (1994);1.4947;1.4338;Drama;;;;;;;
0.0609;-0.0609;Velocity of Gary, The (1998);0.6884;0.7493;Comedy;Romance;;;;;;
0.0609;-0.0609;Snow Walker, The (2003);0.8024;0.8633;Adventure;Drama;;;;;;
0.0608;-0.0608;Scenes from the Class Struggle in Beverly Hills (1989);0.1658;0.2266;Comedy;;;;;;;
0.0608;0.0608;Date Movie (2006);3.3767;3.3159;Comedy;Romance;;;;;;
0.0608;-0.0608;Kolya (Kolja) (1996);0.5616;0.6224;Comedy;Drama;;;;;;
0.0607;0.0607;Shenandoah (1965);1.2729;1.2122;Drama;War;Western;;;;;
0.0607;-0.0607;Diabolique (1996);1.1919;1.2526;Drama;Thriller;;;;;;
0.0606;0.0606;Great Day in Harlem, A (1994);0.8561;0.7955;Documentary;;;;;;;
0.0606;-0.0606;Cheaper by the Dozen 2 (2005);1.6996;1.7602;Adventure;Comedy;;;;;;
0.0606;-0.0606;Used People (1992);1.0921;1.1527;Comedy;Drama;;;;;;
0.0605;0.0605;Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999);0.4598;0.3993;Documentary;;;;;;;
0.0605;0.0605;Dad (1989);1.3455;1.285;Drama;;;;;;;
0.0605;0.0605;Dancing at the Blue Iguana (2000);1.1996;1.1391;Drama;;;;;;;
0.0605;0.0605;Barnyard: The Original Party Animals (2006);1.4599;1.3994;Animation;Children;Comedy;;;;;
0.0605;-0.0605;Best Laid Plans (1999);0.8794;0.9399;Crime;Drama;;;;;;
0.0605;-0.0605;Wayne's World 2 (1993);1.0273;1.0878;Comedy;;;;;;;
0.0605;-0.0605;Cabaret (1972);1.068;1.1285;Musical;War;;;;;;
0.0605;-0.0605;Powerpuff Girls, The (2002);1.5108;1.5713;Action;Animation;Children;Comedy;;;;
0.0605;-0.0605;Americanization of Emily, The (1964);0.8878;0.9483;Comedy;Drama;War;;;;;
0.0605;-0.0605;Ultraviolet (2006);1.6085;1.669;Action;Sci-Fi;Thriller;;;;;
0.0604;0.0604;Hairspray (1988);1.4487;1.3883;Comedy;Drama;;;;;;
0.0604;-0.0604;Fan, The (1981);0.7832;0.8436;Drama;Thriller;;;;;;
0.0604;-0.0604;King Kong vs. Godzilla (Kingukongu tai Gojira) (1962);1.2611;1.3215;Action;Sci-Fi;;;;;;
0.0603;0.0603;Babes in Toyland (1961);2.0548;1.9945;Children;Fantasy;Musical;;;;;
0.0603;-0.0603;Hard Day's Night, A (1964);0.8618;0.9221;Comedy;Musical;;;;;;
0.0603;0.0603;Murder on the Orient Express (1974);0.568;0.5077;Crime;Mystery;Thriller;;;;;
0.0603;-0.0603;Pokemon 4 Ever (a.k.a. Pokmon 4: The Movie) (2002);2.016;2.0763;Adventure;Animation;Children;Fantasy;;;;
0.0602;0.0602;Seven Brides for Seven Brothers (1954);1.6228;1.5626;Comedy;Musical;Romance;Western;;;;
0.0602;-0.0602;Great Raid, The (2005);0.6433;0.7035;Action;Drama;War;;;;;
0.0602;-0.0602;Ariel (1988);1.1615;1.2217;Comedy;Crime;Drama;Film-Noir;;;;
0.0602;-0.0602;Prayer for the Dying, A (1987);0.3679;0.4281;Action;Drama;;;;;;
0.0602;0.0602;Royal Wedding (1951);0.6537;0.5935;Comedy;Musical;Romance;;;;;
0.0602;-0.0602;With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000);0.6034;0.6636;Drama;Thriller;;;;;;
0.0602;0.0602;Cocoanuts, The (1929);1.0695;1.0093;Comedy;Musical;;;;;;
0.0601;0.0601;Charly (1968);0.7546;0.6945;Drama;Sci-Fi;;;;;;
0.0601;0.0601;Brothers (Brdre) (2004);0.7366;0.6765;Drama;;;;;;;
0.0601;-0.0601;After Life (Wandafuru raifu) (1998);1.4;1.4601;Drama;;;;;;;
0.0601;-0.0601;Three Men and a Baby (1987);0.8944;0.9545;Comedy;;;;;;;
0.0601;-0.0601;Glenn Miller Story, The (1953);0.3359;0.396;Drama;;;;;;;
0.06;-0.06;Invaders from Mars (1953);0.6607;0.7207;Sci-Fi;;;;;;;
0.06;0.06;Boy with Green Hair, The (1948);0.9924;0.9324;Children;Drama;;;;;;
0.0599;0.0599;Herod's Law (La Ley de Herodes) (2000);1.2643;1.2044;Comedy;Crime;Mystery;;;;;
0.0599;0.0599;Game Plan, The (2007);1.4956;1.4357;Comedy;;;;;;;
0.0599;-0.0599;Wyatt Earp (1994);0.9198;0.9797;Western;;;;;;;
0.0599;-0.0599;Angels in America (2003);1.7062;1.7661;Drama;Fantasy;;;;;;
0.0599;0.0599;Player, The (1992);0.7565;0.6966;Comedy;Crime;Drama;;;;;
0.0598;0.0598;Man Apart, A (2003);1.0355;0.9757;Action;Crime;Drama;Thriller;;;;
0.0598;0.0598;How the Grinch Stole Christmas! (1966);1.241;1.1812;Animation;Comedy;Fantasy;Musical;;;;
0.0598;-0.0598;Beloved (1998);0.8622;0.922;Drama;;;;;;;
0.0598;-0.0598;Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991);0.814;0.8738;Drama;Romance;;;;;;
0.0598;0.0598;Wanted: Dead or Alive (1987);0.2851;0.2253;Action;;;;;;;
0.0598;-0.0598;Ballad of Narayama (Narayama Bushiko) (1958);0.4507;0.5105;Drama;;;;;;;
0.0598;-0.0598;Oliver! (1968);0.7096;0.7694;Drama;Musical;;;;;;
0.0598;-0.0598;Shooter (2007);0.9507;1.0105;Action;Drama;Thriller;;;;;
0.0598;0.0598;Death Proof (2007);1.4162;1.3564;Action;Comedy;Crime;Horror;Thriller;;;
0.0597;-0.0597;Watcher, The (2000);1.4237;1.4834;Crime;Thriller;;;;;;
0.0597;-0.0597;Jubilee (1977);1.7205;1.7802;Drama;;;;;;;
0.0597;0.0597;Solas (1999);0.4946;0.4349;Drama;;;;;;;
0.0597;-0.0597;Perfect World, A (1993);0.6726;0.7323;Crime;Drama;Thriller;;;;;
0.0597;-0.0597;UHF (1989);0.8439;0.9036;Comedy;;;;;;;
0.0597;-0.0597;Three... Extremes (Saam gaang yi) (2004);0.8332;0.8929;Horror;;;;;;;
0.0597;-0.0597;Forgetting Sarah Marshall (2008);0.9345;0.9942;Comedy;Romance;;;;;;
0.0596;0.0596;Alive (1993);0.7418;0.6822;Drama;;;;;;;
0.0596;-0.0596;Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004);0.7389;0.7985;Action;Animation;Drama;Sci-Fi;Thriller;;;
0.0595;-0.0595;Fanny and Alexander (Fanny och Alexander) (1982);1.0324;1.0919;Drama;Fantasy;Mystery;;;;;
0.0595;-0.0595;Trouble Every Day (2001);1.2322;1.2917;Drama;Horror;Thriller;;;;;
0.0595;0.0595;Blade II (2002);1.0483;0.9888;Action;Horror;Thriller;;;;;
0.0595;0.0595;Young Adam (2003);0.6453;0.5858;Crime;Drama;Thriller;;;;;
0.0595;-0.0595;Shadows and Fog (1992);0.61;0.6695;Comedy;Drama;;;;;;
0.0595;-0.0595;I Am a Fugitive from a Chain Gang (1932);0.778;0.8375;Crime;Drama;Film-Noir;;;;;
0.0595;-0.0595;Wimbledon (2004);0.881;0.9405;Comedy;Romance;;;;;;
0.0595;0.0595;To Catch a Thief (1955);0.5458;0.4863;Crime;Mystery;Romance;Thriller;;;;
0.0594;0.0594;Tunes of Glory (1960);1.5637;1.5043;Drama;;;;;;;
0.0594;-0.0594;Father Hood (1993);2.8669;2.9263;Comedy;;;;;;;
0.0594;0.0594;Farinelli: il castrato (1994);1.0319;0.9725;Drama;Musical;;;;;;
0.0594;-0.0594;Resurrection Man (1998);0.1423;0.2017;Drama;Thriller;;;;;;
0.0594;-0.0594;6th Man, The (1997);1.3121;1.3715;Comedy;;;;;;;
0.0593;0.0593;Dracula (1931);0.9193;0.86;Horror;;;;;;;
0.0593;0.0593;Endurance: Shackleton's Legendary Antarctic Expedition, The (2000);0.4923;0.433;Documentary;;;;;;;
0.0593;-0.0593;Nude Bomb, The (1980);0.5705;0.6298;Comedy;;;;;;;
0.0593;-0.0593;Please Don't Eat the Daisies (1960);0.4674;0.5267;Children;Comedy;Musical;;;;;
0.0593;0.0593;Gothika (2003);1.188;1.1287;Horror;Thriller;;;;;;
0.0592;-0.0592;Window to Paris (Okno v Parizh) (1994);0.9487;1.0079;Comedy;Fantasy;;;;;;
0.0592;0.0592;Red Rock West (1992);0.4321;0.3729;Thriller;;;;;;;
0.0592;0.0592;Last Days, The (1998);0.4678;0.4086;Documentary;;;;;;;
0.0591;0.0591;Basquiat (1996);0.679;0.6199;Drama;;;;;;;
0.0591;-0.0591;What to Do in Case of Fire (Was Tun, Wenn's Brennt?) (2002);0.2955;0.3546;Comedy;Drama;;;;;;
0.0591;0.0591;Mission to Mir (1997);0.1648;0.1057;Documentary;IMAX;;;;;;
0.0591;0.0591;Earrings of Madame de..., The (Madame de...) (1953);0.4562;0.3971;Drama;;;;;;;
0.0591;0.0591;Jane Eyre (1996);1.2416;1.1825;Drama;Romance;;;;;;
0.0591;0.0591;Maid in Manhattan (2002);1.5608;1.5017;Comedy;Romance;;;;;;
0.0591;-0.0591;Yojimbo (1961);0.7154;0.7745;Action;Comedy;Crime;Drama;Thriller;;;
0.059;0.059;Eulogy (2004);0.8493;0.7903;Comedy;Crime;Drama;;;;;
0.059;0.059;Homeward Bound II: Lost in San Francisco (1996);1.6205;1.5615;Adventure;Children;;;;;;
0.0589;-0.0589;Affair to Remember, An (1957);0.837;0.8959;Romance;;;;;;;
0.0589;0.0589;Last American Virgin, The (1982);1.4169;1.358;Comedy;Drama;;;;;;
0.0588;0.0588;Broken Arrow (1996);1.0383;0.9795;Action;Adventure;Thriller;;;;;
0.0588;0.0588;Blues Brothers 2000 (1998);1.4032;1.3444;Action;Comedy;Musical;;;;;
0.0588;0.0588;Clockwatchers (1997);1.144;1.0852;Comedy;;;;;;;
0.0587;0.0587;Dogville (2003);1.246;1.1873;Drama;Mystery;Thriller;;;;;
0.0587;0.0587;Hair (1979);1.4294;1.3707;Comedy;Drama;Musical;;;;;
0.0587;-0.0587;Little Rascals, The (1994);1.1447;1.2034;Children;Comedy;;;;;;
0.0587;-0.0587;Condorman (1981);0.528;0.5867;Action;Adventure;Children;Comedy;;;;
0.0587;-0.0587;I Love You to Death (1990);0.3946;0.4533;Comedy;Crime;;;;;;
0.0586;0.0586;Grey Fox, The (1982);1.3615;1.3029;Romance;Western;;;;;;
0.0585;-0.0585;Hunchback of Notre Dame, The (Notre Dame de Paris) (1956);0.4531;0.5116;Drama;;;;;;;
0.0585;0.0585;Transformers: The Movie (1986);1.1597;1.1012;Adventure;Animation;Children;Sci-Fi;;;;
0.0585;0.0585;Leopard, The (Il Gattopardo) (1963);1.0825;1.024;Drama;War;;;;;;
0.0585;-0.0585;Born on the Fourth of July (1989);0.6859;0.7444;Drama;War;;;;;;
0.0583;0.0583;Cocoon (1985);0.9176;0.8593;Comedy;Sci-Fi;;;;;;
0.0583;0.0583;Incredibly True Adventure of Two Girls in Love, The (1995);1.3541;1.2958;Comedy;Romance;;;;;;
0.0583;-0.0583;Beautiful Country, The (2004);0.4471;0.5054;Drama;;;;;;;
0.0583;0.0583;Entertainer, The (1960);1.019;0.9607;Drama;;;;;;;
0.0583;-0.0583;What Would Jesus Buy? (2007);2.1312;2.1895;Comedy;Documentary;;;;;;
0.0582;0.0582;Trust (1990);0.6532;0.595;Comedy;Drama;Romance;;;;;
0.0582;0.0582;Hamlet (1996);0.9274;0.8692;Crime;Drama;Romance;;;;;
0.0582;0.0582;Monster, The (Il Mostro) (1994);1.2925;1.2343;Comedy;;;;;;;
0.0582;0.0582;Storefront Hitchcock (1997);0.0727;0.0145;Documentary;Musical;;;;;;
0.0581;0.0581;Emma (1996);1.1648;1.1067;Comedy;Drama;Romance;;;;;
